Name,State,Population,Pop2000,IncomePerCapita,PercentCollegeGrad,MedianRent,CommuteTime,LandArea
Clay,KS,8535,8822,34076,18.9,362,20.9,645.3
Cloud,KS,9533,10268,26304,16,261,15.6,715.34
Coffey,KS,8601,8865,34839,19.1,316,21.5,626.95
Comanche,KS,1891,1967,21162,16.8,189,11.7,788.3
Cowley,KS,36311,36291,30724,19.3,378,19.2,1125.75
Crawford,KS,39134,38242,26625,25.3,422,16.5,589.76
Decatur,KS,2961,3472,31300,17,205,13.6,893.52
Dickinson,KS,19754,19344,29453,19.4,381,18.2,847.07
Doniphan,KS,7945,8249,26131,16.4,324,21.6,393.41
Douglas,KS,110826,99962,30365,47.3,628,19.6,455.87
Edwards,KS,3037,3449,33870,19.9,298,17.2,621.89
Elk,KS,2882,3261,22791,19.1,229,27.9,644.27
Ellis,KS,28452,27507,35381,32.2,443,13.3,899.91
Ellsworth,KS,6497,6525,27514,21.7,255,19,715.85
Finney,KS,36776,40523,24089,16.6,436,13.3,1301.97
Ford,KS,33848,32458,27606,16.2,419,13.2,1098.27
Franklin,KS,25992,24784,29049,17.7,484,24,571.76
Geary,KS,34362,27947,36912,19.6,517,16.3,384.62
Gove,KS,2695,3068,32593,16.6,312,11.9,1071.67
Graham,KS,2597,2946,39947,22.4,179,18.4,898.52
Grant,KS,7829,7909,31200,16,320,11.8,574.8
Gray,KS,6006,5904,34693,15.9,366,14.6,868.87
Greeley,KS,1247,1534,34666,22,350,9.1,778.45
Greenwood,KS,6689,7673,26706,12.8,282,27.7,1143.3
Hamilton,KS,2690,2670,34566,15.6,378,9.4,996.51
Harper,KS,6034,6536,29149,15.2,302,18.3,801.27
Harvey,KS,34684,32869,32793,24.6,425,18.5,539.75
Haskell,KS,4256,4307,40138,15.6,364,13.1,577.52
Hodgeman,KS,1916,2085,33404,22.6,262,18.1,859.99
Jackson,KS,13462,12657,28843,17.7,394,24.6,656.22
Jefferson,KS,19126,18426,29432,20.8,416,28.8,532.57
Jewell,KS,3077,3791,29953,19,236,17.4,909.78
Johnson,KS,544179,451086,53472,50.5,726,20.1,473.38
Kearny,KS,3977,4531,26298,11.8,369,12.1,870.54
Kingman,KS,7858,8673,28810,20.5,336,24.5,863.36
Kiowa,KS,2553,3278,28687,23.4,310,13.5,722.64
Labette,KS,21607,22835,28741,17.2,312,15.9,645.3
Lane,KS,1750,2155,37229,20,313,13.2,717.46
Leavenworth,KS,76227,68691,31097,27.3,586,22,462.83
Lincoln,KS,3241,3578,24699,17,322,22.4,719.4
Linn,KS,9656,9570,25807,13.8,348,35.8,594.06
Logan,KS,2756,3046,32967,14.2,303,11.3,1072.99
Lyon,KS,33690,35935,25306,24.6,411,15.7,847.47
Marion,KS,12660,13361,26027,18.9,240,20.5,944.29
Marshall,KS,10117,10965,33126,13.2,305,15.3,900.18
McPherson,KS,29180,29554,34913,24.3,426,14.3,898.27
Meade,KS,4575,4631,31535,19.4,321,16.5,978.09
Miami,KS,32787,28351,35873,23.1,493,29.4,575.66
Mitchell,KS,6373,6932,29565,21.8,287,10.8,701.79
Montgomery,KS,35471,36252,29680,18.4,369,16.1,643.53
Morris,KS,5923,6104,27493,17.5,337,21.1,695.28
Morton,KS,3233,3496,30819,18.1,345,13.5,729.73
Nemaha,KS,10178,10717,33180,17.5,264,13.9,717.43
Neosho,KS,16512,16997,27707,15.9,313,13.9,571.47
Ness,KS,3107,3454,39493,19.3,227,12.8,1074.75
Norton,KS,5671,5953,27275,17.2,289,9.5,878.13
Osage,KS,16295,16712,26201,19.1,370,28.7,705.52
Osborne,KS,3858,4452,27626,14.7,265,13.1,892.5
Ottawa,KS,6091,6163,24508,19.2,350,23.7,720.73
Pawnee,KS,6973,7233,31522,14.9,347,14.2,754.26
Phillips,KS,5642,6001,34551,17.8,234,12.8,885.88
Pottawatomie,KS,21604,18209,31971,27.1,446,22.9,841.02
Pratt,KS,9656,9647,32513,22.7,383,14.2,735.05
Rawlins,KS,2519,2966,32325,19.5,291,15.7,1069.42
Reno,KS,64511,64790,28878,18.5,418,17.2,1255.35
Republic,KS,4980,5835,28391,18.1,263,16.6,717.37
Rice,KS,10083,10761,24435,20.5,300,19.9,726.24
Riley,KS,71115,62843,34628,41.2,617,15.4,609.77
Rooks,KS,5181,5685,29951,20.8,279,14.6,890.53
Rush,KS,3307,3551,27858,15.5,269,17.5,717.76
Russell,KS,6970,7370,30126,20.1,276,12.7,886.26
Saline,KS,55606,53597,34611,22.1,447,14.3,720.23
Scott,KS,4936,5120,33064,20.5,369,17.1,717.54
Sedgwick,KS,498365,452869,39811,27.2,478,17.9,997.51
Seward,KS,22952,22510,28124,13.3,445,13.8,639.5
Shawnee,KS,177934,169871,35076,28.5,487,18.3,544.02
Sheridan,KS,2556,2813,39611,17.4,344,11.6,895.96
Sherman,KS,6010,6760,30670,19.5,410,9.4,1056.07
Smith,KS,3853,4536,29769,15.1,255,14.2,895.47
Stafford,KS,4437,4789,28495,21.3,238,18.7,792.05
Stanton,KS,2235,2406,40419,13.5,357,13.3,680.35
Stevens,KS,5724,5463,36016,15.1,417,14.5,727.29
Sumner,KS,24132,25946,31594,17.9,359,22.7,1181.94
Thomas,KS,7900,8180,32961,23.3,363,12,1074.69
Trego,KS,3001,3319,26067,20.2,293,12,889.48
Wabaunsee,KS,7053,6885,30046,20.4,347,29.5,794.3
Wallace,KS,1485,1749,31580,21.1,292,12.7,913.65
Washington,KS,5799,6483,27374,19.4,243,17.2,894.76
Wichita,KS,2234,2531,40351,12,286,13.1,718.57
Wilson,KS,9409,10332,27125,12.2,290,16.3,570.42
Woodson,KS,3309,3788,24432,13.5,272,27.7,497.82
Wyandotte,KS,157505,157882,25963,15.3,505,20.8,151.6
Adair,KY,18656,17244,22295,12.5,286,22.1,405.28
Allen,KY,19956,17800,23542,9.5,339,27.1,344.34
Anderson,KY,21421,19111,27551,17.3,518,27,201.83
Ballard,KY,8249,8286,30497,13,304,20.8,246.66
Barren,KY,42173,38033,25457,15.4,353,20,487.54
Bath,KY,11591,11085,21412,13.5,303,27.3,278.79
Bell,KY,28691,30060,21167,11.4,277,20.6,359
Boone,KY,118811,85991,33127,26.3,672,23.7,246.36
Bourbon,KY,19985,19360,31847,16.9,445,21.8,289.72
Boyd,KY,49542,49752,30703,16.6,398,19.1,159.86
Boyle,KY,28432,27697,27656,22.1,420,21.7,180.17
Bracken,KY,8488,8279,25360,9.5,334,32.8,205.61
Breathitt,KY,13878,16100,21197,9.2,294,26.2,492.41
Breckinridge,KY,20059,18648,22939,8,332,31.5,567.17
Bullitt,KY,74319,61236,27129,11.2,515,27.4,297.02
Butler,KY,12690,13010,21214,6.6,305,28.5,426.09
Caldwell,KY,12984,13060,27498,12.1,353,20.6,344.79
Calloway,KY,37191,34177,26869,28.7,399,17.5,385.02
Campbell,KY,90336,88616,35150,25.7,509,21.9,151.31
Carlisle,KY,5104,5351,26177,11.1,320,25.1,189.43
Carroll,KY,10811,10155,30214,8.3,408,20.3,128.57
Carter,KY,27720,26889,21434,12.1,331,34.5,409.5
Casey,KY,15955,15447,20639,9,281,29,444.23
Christian,KY,73955,72265,26271,14.2,481,17.6,717.5
Clark,KY,35613,33144,30559,16.9,475,22.7,252.46
Clay,KY,21730,24556,17803,9.1,279,23.7,469.25
Clinton,KY,10272,9634,23396,6.3,231,18.6,197.25
Crittenden,KY,9315,9384,23959,8.6,274,31.8,359.95
Cumberland,KY,6856,7147,20594,8.4,184,19.2,305.18
Daviess,KY,96656,91545,31121,17.9,410,17.9,458.35
Edmonson,KY,12161,11644,22355,7.6,317,31.3,302.88
Elliott,KY,7852,6748,16756,8.4,270,32.9,234.32
Estill,KY,14672,15307,20283,6.7,315,33.7,253.08
Fayette,KY,295803,260512,39891,39,571,19.8,283.65
Fleming,KY,14348,13792,20300,13.7,311,28.1,348.54
Floyd,KY,39451,42441,23700,12.4,335,23.5,393.35
Franklin,KY,49285,47687,33366,27.3,468,17.8,207.75
Fulton,KY,6813,7752,27379,11.2,213,19.3,205.5
Gallatin,KY,8589,7870,23930,6.7,432,25.3,101.23
Garrard,KY,16912,14792,22669,12.1,408,26.2,230.08
Grant,KY,24662,22384,24795,10.6,490,29.4,257.97
Graves,KY,37121,37028,24156,14,327,23.8,551.74
Grayson,KY,25746,24053,21316,7.8,360,28.2,496.7
Green,KY,11258,11518,20233,11.7,303,28.2,286.03
Greenup,KY,36910,36891,28811,13.5,395,21.6,344.4
Hancock,KY,8565,8392,25492,10.5,340,21.6,187.65
Hardin,KY,105543,94174,32544,18.7,467,20.2,623.28
Harlan,KY,29278,33202,21094,11,287,23.2,465.83
Harrison,KY,18846,17983,25849,12.9,339,23.8,306.36
Hart,KY,18199,17445,19946,9.2,270,27,412.09
Henderson,KY,46250,44829,29434,16.3,427,20.6,436.67
Henry,KY,15416,15060,26998,14,421,27.8,286.28
Hickman,KY,4902,5262,47274,16.1,198,17.3,242.27
Hopkins,KY,46920,46519,28220,14,346,20.1,542
Jackson,KY,13494,13495,16081,9.1,305,35.1,345.2
Jefferson,KY,741096,693604,41626,28.1,538,21.1,380.42
Jessamine,KY,48586,39041,28786,27.5,520,23,172.12
Johnson,KY,23356,23445,22923,10.1,327,25.9,261.95
Kenton,KY,159720,151464,38618,27.3,546,22,160.25
Knott,KY,16346,17649,21075,10.6,280,25,351.52
Knox,KY,31883,31795,22106,8.5,310,21.9,386.3
Larue,KY,14193,13373,29638,12.3,336,26.9,261.52
Laurel,KY,58849,52715,23704,13.4,371,22.6,433.95
Lawrence,KY,15860,15569,20849,8.5,327,28.1,415.6
Lee,KY,7887,7916,20802,9,210,24.2,208.86
Leslie,KY,11310,12401,21104,9.6,275,24.7,400.84
Letcher,KY,24519,25277,23252,11,287,24.9,337.91
Lewis,KY,13870,14092,17692,10.1,300,28.6,482.84
Lincoln,KY,24742,23361,21190,9.5,352,29.5,334.1
Livingston,KY,9519,9804,28243,11.9,300,26.1,313.13
Logan,KY,26835,26573,25113,9.9,345,23,552.13
Lyon,KY,8314,8080,24760,11,383,21.8,213.84
Madison,KY,82916,70872,24789,26.4,439,21.9,437.29
Magoffin,KY,13333,13332,20206,10.6,288,28.2,308.44
Marion,KY,19820,18212,25593,11.4,360,21.2,343.01
Marshall,KY,31448,30125,29000,14.4,375,21.5,301.25
Martin,KY,12929,12578,22295,7.5,310,23.3,229.61
Mason,KY,17490,16800,28231,14.7,350,21.9,240.13
McCracken,KY,65565,65514,36226,20.8,408,17.6,248.74
McCreary,KY,18306,17080,17816,8.3,291,23,426.8
McLean,KY,9531,9938,27566,10.7,278,27.9,252.47
Meade,KY,28602,26349,27983,11.3,444,29.4,305.42
Menifee,KY,6306,6556,17816,10.9,281,33.3,203.59
Mercer,KY,21331,20817,25899,16.7,394,24.5,248.8
Metcalfe,KY,10099,10037,20364,8.8,292,23,289.65
Monroe,KY,10963,11756,21109,11.8,233,24.1,329.37
Montgomery,KY,26499,22554,24775,13.8,409,23.8,197.37
Morgan,KY,13923,13948,17648,11.1,310,28.7,381.13
Muhlenberg,KY,31499,31839,25204,9.8,357,24.5,467.08
Nelson,KY,43437,37477,29236,14.9,432,26.1,417.51
Nicholas,KY,7135,6813,24301,7.3,279,29.6,195.17
Ohio,KY,23842,22916,24353,9.6,333,23.2,587.27
Oldham,KY,60316,46178,41352,37.1,563,25.3,187.22
Owen,KY,10841,10547,20592,18.7,418,33.1,351.1
Owsley,KY,4755,4858,21321,4.6,230,19.7,197.41
Pendleton,KY,14877,14390,23095,10.3,394,31.9,277.16
Perry,KY,28712,29390,26175,12,333,22.5,339.67
Pike,KY,65024,68736,27239,12.1,353,23.9,786.83
Powell,KY,12613,13237,20955,11.4,367,29.2,178.98
Pulaski,KY,63063,56217,26172,12.8,370,22.2,658.41
Robertson,KY,2282,2266,20956,8.6,304,39.4,99.91
Rockcastle,KY,17056,16582,19921,10.1,300,26.6,316.55
Rowan,KY,23333,22094,22399,24.2,388,21.7,279.8
Russell,KY,17565,16315,22645,12.8,296,18.9,253.66
Scott,KY,47173,33061,32076,26.3,529,21.7,281.77
Shelby,KY,42074,33337,31320,23,553,24.2,379.64
Simpson,KY,17327,16405,28476,15.5,445,18.7,234.2
Spencer,KY,17061,11766,25600,16.3,470,32.6,186.68
Taylor,KY,24512,22927,24865,16.3,340,18.9,266.33
Todd,KY,12460,11971,22622,11.5,316,25.3,374.5
Trigg,KY,14339,12597,33447,16.2,347,26.4,441.43
Trimble,KY,8809,8125,19212,9.8,410,31.2,151.65
Union,KY,15007,15637,29053,13.1,315,21.9,342.85
Warren,KY,113792,92522,30802,27.9,467,19.3,541.6
Washington,KY,11717,10916,24488,11.7,341,27.7,297.27
Wayne,KY,20813,19923,20350,9.1,263,25.6,458.17
Webster,KY,13621,14120,31362,10.2,330,25.1,331.94
Whitley,KY,35637,35865,22780,12.6,346,21.6,437.83
Wolfe,KY,7355,7065,19312,8.1,176,27.6,222.17
Woodford,KY,24939,23208,46240,32.7,549,21.8,188.78
Acadia,LA,61773,58861,26859,10.8,302,29.7,655.12
Allen,LA,25764,25440,20060,9,328,28.1,761.85
Ascension,LA,107215,76627,34166,20.6,497,27.2,289.98
Assumption,LA,23421,23388,31992,8.3,329,32.1,338.66
Avoyelles,LA,42073,41481,23726,10,287,31.2,832.43
Beauregard,LA,35654,32986,25291,13.9,372,31.2,1157.34
Bienville,LA,14353,15752,24367,13.6,281,30.6,811.27
Bossier,LA,116979,98310,31678,21.2,543,20.5,840.06
Caddo,LA,254969,252161,37029,22.3,486,19.2,878.54
Calcasieu,LA,192768,183577,34809,19.3,476,20.3,1063.66
Caldwell,LA,10132,10560,23998,12.5,247,37.8,529.43
Cameron,LA,6839,9991,32952,12.9,617,34.4,1284.89
Catahoula,LA,10407,10920,24387,12.4,252,40.3,708.03
Claiborne,LA,17195,16851,25044,11.4,300,28.8,754.88
Concordia,LA,20822,20247,25218,11.7,221,26.1,696.92
De Soto,LA,26656,25494,27117,14.6,240,29.5,875.58
East Baton Rouge,LA,440171,412852,37352,32.2,577,23.5,455.37
East Carroll,LA,7759,9421,23615,9,226,15.1,420.7
East Feliciana,LA,20267,21360,28870,11.9,295,30.3,453.41
Evangeline,LA,33984,35434,21197,10.8,239,34,662.38
Franklin,LA,20767,21263,23440,10.5,301,34.7,624.59
Grant,LA,22309,18698,23649,12.9,388,29.5,643.03
Iberia,LA,73240,73266,33104,13.1,385,21.9,574.11
Iberville,LA,33387,33320,28591,11.7,282,25.2,618.63
Jackson,LA,16274,15397,25835,13.6,303,23,569.18
Jefferson,LA,432552,455466,42010,23,685,23.6,295.63
Jefferson Davis,LA,31594,31435,26662,11.1,337,29.7,651.33
La Salle,LA,14890,14282,25509,12.2,272,38,624.68
Lafayette,LA,221578,190503,40898,27.7,525,22.6,268.72
Lafourche,LA,96318,89974,37257,14.4,383,27,1068.21
Lincoln,LA,46735,42509,28815,31.2,444,18.1,471.74
Livingston,LA,128026,91814,28355,15.6,490,34.1,648.17
Madison,LA,12093,13728,21052,9.4,294,17.4,624.44
Morehouse,LA,27979,31021,23937,11.3,328,21.8,794.93
Natchitoches,LA,39566,39080,27115,20.8,375,24.2,1252.25
Orleans,LA,343829,484674,53433,29.3,657,23.4,169.42
Ouachita,LA,153720,147250,31842,24.2,417,20.1,610.41
Plaquemines,LA,23042,26757,41620,15.4,909,27.3,779.91
Pointe Coupee,LA,22802,22763,29809,13.9,294,29.1,557.35
Rapides,LA,131613,126337,32687,19.4,442,21.3,1317.96
Red River,LA,9091,9622,23931,13.5,223,28.7,389.09
Richland,LA,20725,20981,24318,12.2,306,23.4,559.04
Sabine,LA,24233,23459,23311,10.9,253,32.7,866.66
St. Bernard,LA,35897,67229,39050,10,634,27.9,377.52
St. Charles,LA,52780,48072,34704,19,588,28,279.08
St. Helena,LA,11203,10525,28133,10.4,312,36.4,408.4
St. James,LA,22102,21216,28763,14.7,358,24.4,241.54
St. John the Baptist,LA,45924,43044,30693,16.4,493,26.5,213.07
St. Landry,LA,83384,87700,26386,11.6,285,26.3,923.88
St. Martin,LA,52160,48583,26500,11.1,353,28.8,737.65
St. Mary,LA,54650,53500,35328,10.4,378,22,555.38
St. Tammany,LA,233740,191268,43206,30.2,735,31.2,845.55
Tangipahoa,LA,121097,100588,27498,19,489,31.7,791.28
Tensas,LA,5252,6618,27229,10.9,188,23.5,602.78
Terrebonne,LA,111860,104503,34744,14.6,500,24.1,1231.82
Union,LA,22721,22803,26265,14.7,283,30.2,876.99
Vermilion,LA,57999,53807,27222,10.6,339,27.5,1173.2
Vernon,LA,52334,52531,34764,16.2,642,20.3,1327.91
Washington,LA,47168,43926,24843,12.7,324,30.4,669.53
Webster,LA,41207,41831,29355,13.7,313,25.9,593.03
West Baton Rouge,LA,23788,21601,32171,16.9,426,22.6,192.39
West Carroll,LA,11604,12314,21025,9.5,249,22.7,359.65
West Feliciana,LA,15625,15111,24796,13.5,418,28.6,403.21
Winn,LA,15313,16894,22856,12,250,29,950.09
Barnstable,MA,215888,222230,47640,39.7,888,23.6,393.72
Berkshire,MA,131219,134953,40203,30.1,574,19.5,926.83
Bristol,MA,548285,534678,38181,24,631,25.7,553.1
Dukes,MA,16535,14987,52221,40.1,971,15.9,103.25
Essex,MA,743159,723419,48429,35.7,841,27,492.56
Franklin,MA,71372,71535,37357,32,666,24.2,699.32
Hampden,MA,463490,456228,35301,23.6,603,21.9,617.14
Hampshire,MA,158080,152251,35667,40.5,725,22.5,527.26
Middlesex,MA,1503085,1465396,58777,48.4,1057,27.4,817.82
Nantucket,MA,10172,9520,55884,41.4,1472,11.1,44.97
Norfolk,MA,670850,650308,62129,46.9,1084,30.2,396.11
Plymouth,MA,494919,472822,45558,31.4,884,31.9,659.08
Suffolk,MA,722023,689807,51038,39.6,1009,28.8,58.15
Worcester,MA,798552,750963,41380,32.2,715,27,1510.77
Allegany,MD,75087,74930,27189,15.2,398,21.4,424.16
Anne Arundel,MD,537656,489656,51890,35.3,1096,28.5,414.9
Baltimore,MD,805029,754292,48617,34.3,845,27.8,598.3
Baltimore city,MD,620961,651154,34427,24.9,640,28.9,80.94
Calvert,MD,88737,74563,41200,28.5,1003,39.3,213.15
Caroline,MD,33066,29772,27452,15.6,556,30.8,319.42
Carroll,MD,167134,150897,41147,30.1,747,34,447.6
Cecil,MD,101108,85951,35848,20.1,734,29.1,346.27
Charles,MD,146551,120546,39657,25.4,1052,40.5,457.75
Dorchester,MD,32618,30674,30027,15.3,489,24.1,540.77
Frederick,MD,233385,195277,44092,34.9,951,33.6,660.22
Garrett,MD,30097,29846,29820,17.3,384,22.9,647.1
Harford,MD,244826,218590,43106,30.3,784,30.9,437.09
Howard,MD,287085,247842,59240,57.2,1159,30.2,250.74
Kent,MD,20197,19197,45832,30.2,509,24.5,277.03
Montgomery,MD,971777,873341,67525,56.1,1246,33,491.25
Prince George's,MD,863420,801515,37555,29.9,990,35.7,482.69
Queen Anne's,MD,47798,40563,44882,28,719,34.2,371.91
Somerset,MD,26470,24747,24053,14.4,471,23.5,319.72
St. Mary's,MD,105151,86211,36835,26.7,883,29.7,357.18
Talbot,MD,37782,33812,56775,33.2,695,24,268.54
Washington,MD,147430,131923,33378,18.3,620,27.3,457.78
Wicomico,MD,98733,84644,32044,24.5,681,21.6,374.44
Worcester,MD,51454,46543,37769,26.6,631,23.9,468.28
Androscoggin,ME,107702,103793,31857,17.7,558,22.9,467.93
Aroostook,ME,71870,73938,27633,15.7,391,16.6,6671.33
Cumberland,ME,281674,265612,43728,38.3,768,21.5,835.24
Franklin,ME,30768,29467,26656,24.8,456,23.1,1696.61
Hancock,ME,54418,51791,33544,29.7,544,22,1586.89
Kennebec,ME,122151,117114,32166,25,522,22.6,867.52
Knox,ME,39736,39618,36132,25.8,569,18.6,365.13
Lincoln,ME,34457,33616,34600,30.7,606,24,455.82
