Name,State,Population,Pop2000,IncomePerCapita,PercentCollegeGrad,MedianRent,CommuteTime,LandArea
Caldwell,TX,38066,32194,23849,13.7,492,30.2,545.26
Calhoun,TX,21381,20647,28187,14.2,420,21.5,506.84
Callahan,TX,13544,12905,28046,16.1,415,23.7,899.37
Cameron,TX,406220,335227,19667,14.9,403,19.9,890.92
Camp,TX,12401,11549,29824,15.5,397,21.3,195.83
Carson,TX,6182,6516,32550,21.4,504,20.1,920.22
Cass,TX,30464,30438,27892,13.6,332,26.7,936.96
Castro,TX,8062,8285,38645,14.7,415,16,894.43
Chambers,TX,35096,26031,38856,14.8,436,27.2,597.14
Cherokee,TX,50845,46659,27439,12.6,366,20.1,1052.91
Childress,TX,7041,7688,18603,10.3,412,9.3,696.41
Clay,TX,10752,11006,31473,17.5,432,23.9,1088.72
Cochran,TX,3127,3730,31913,12.1,247,19.9,775.15
Coke,TX,3320,3864,23036,11.3,268,25.2,911.47
Coleman,TX,8895,9235,27152,11.6,254,25,1261.95
Collin,TX,782341,491675,48044,47.4,779,27.8,841.23
Collingsworth,TX,3057,3206,31669,14,280,13.7,918.44
Colorado,TX,20874,20390,31660,15.3,409,24.8,960.27
Comal,TX,108472,78021,36414,31.3,656,28.3,559.48
Comanche,TX,13974,14026,28783,16.1,293,23.9,937.75
Concho,TX,4087,3966,20405,12.4,316,20.2,983.8
Cooke,TX,38437,36363,36787,18.9,474,25.6,874.76
Coryell,TX,75388,74978,31643,15,544,19.1,1052.07
Cottle,TX,1505,1904,31688,15,193,16,900.56
Crane,TX,4375,3996,29186,10.8,343,27.8,785.07
Crockett,TX,3719,4099,23317,12,360,18.1,2807.33
Crosby,TX,6059,7072,31146,13.8,304,17.7,900.2
Culberson,TX,2398,2975,21887,16.8,281,9.2,3812.8
Dallam,TX,6703,6222,33534,9.7,505,11.3,1503.26
Dallas,TX,2368139,2218899,45131,27.4,663,25.7,871.28
Dawson,TX,13833,14985,23372,8.7,276,12.9,900.31
Deaf Smith,TX,19372,18561,25287,12.3,436,16,1496.87
Delta,TX,5231,5327,25066,17.2,369,32,256.83
Denton,TX,662614,432976,39316,37.4,713,27.3,878.43
DeWitt,TX,20097,20013,26770,12.4,327,24,908.98
Dickens,TX,2444,2762,20042,11.2,146,13.5,901.72
Dimmit,TX,9996,10248,21490,14.2,196,21.4,1328.88
Donley,TX,3677,3828,25823,16.2,375,17.2,926.89
Duval,TX,11782,13120,24845,9.3,264,25.8,1793.48
Eastland,TX,18583,18297,32213,14.9,280,19.2,926.49
Ector,TX,137130,121123,31787,13,461,19,897.69
Edwards,TX,2002,2162,21054,20.9,271,21.8,2117.86
El Paso,TX,800647,679622,26585,18.8,495,22.1,1012.69
Ellis,TX,149610,111360,30958,19.4,614,29.3,935.49
Erath,TX,37890,33001,28331,23.5,435,17.5,1083.07
Falls,TX,17866,18576,23091,10,326,26.1,765.48
Fannin,TX,33915,31242,25258,13.4,405,28.4,890.84
Fayette,TX,24554,21804,35196,17.5,438,23,950.01
Fisher,TX,3974,4344,27655,15.4,236,20.6,898.94
Floyd,TX,6446,7771,29847,14.4,294,18.6,992.14
Foard,TX,1336,1622,26318,13.6,195,13.3,704.4
Fort Bend,TX,585375,354452,41779,38.9,824,30.5,861.48
Franklin,TX,10605,9458,28517,19.2,425,25,284.39
Freestone,TX,19816,17867,26107,14.5,398,23.6,877.74
Frio,TX,17217,16252,20718,10.1,288,23.2,1133.5
Gaines,TX,17526,14467,26807,9.7,348,18.9,1502.38
Galveston,TX,291309,250158,38553,25.6,630,25.3,378.36
Garza,TX,6461,4872,31362,8.6,324,13.5,893.41
Gillespie,TX,24837,20814,37366,25.6,628,20.3,1058.21
Glasscock,TX,1226,1406,39825,11.8,329,21.4,900.22
Goliad,TX,7210,6928,26489,14.6,338,31.2,852.01
Gonzales,TX,19807,18628,26757,14.7,317,22.5,1066.69
Gray,TX,22535,22744,36035,10.4,399,16.9,925.97
Grayson,TX,120877,110595,28901,19,517,23.4,932.8
Gregg,TX,121730,111379,38717,21.4,519,20,273.3
Grimes,TX,26604,23552,24565,11.4,402,29.1,787.46
Guadalupe,TX,131533,89023,32083,23.9,580,24.6,711.3
Hale,TX,36273,36602,23758,15,381,14.2,1004.68
Hall,TX,3353,3782,20449,13.2,313,14.4,883.49
Hamilton,TX,8517,8229,29532,22.5,358,19.2,835.91
Hansford,TX,5613,5369,36735,19.1,399,19.2,919.81
Hardeman,TX,4139,4724,27179,14.7,296,19.2,695.11
Hardin,TX,54635,48073,32380,14.4,465,27,890.57
Harris,TX,4092459,3400578,49634,27.8,639,27.5,1703.48
Harrison,TX,65631,62110,32435,15.8,447,22.8,899.95
Hartley,TX,6062,5537,29444,18.2,427,11.3,1462.03
Haskell,TX,5899,6093,29103,10.7,244,20.8,903.13
Hays,TX,157107,97589,28729,32,651,28.5,677.98
Hemphill,TX,3807,3351,50319,19.2,430,14.6,906.29
Henderson,TX,78532,73277,27627,13.8,438,30.8,873.75
Hidalgo,TX,774769,569463,18316,15.2,417,21.1,1570.87
Hill,TX,35089,32321,26240,14.8,402,30,958.86
Hockley,TX,22935,22716,29906,17.6,413,20.8,908.39
Hood,TX,51182,41100,36142,22.8,598,31.6,420.64
Hopkins,TX,35161,31960,27843,16.2,429,20.9,767.17
Houston,TX,23732,23185,24807,13.2,336,25.7,1230.91
Howard,TX,35012,33627,28262,10.7,408,16.8,900.79
Hudspeth,TX,3476,3344,23252,9,240,20.3,4570.98
Hunt,TX,86129,76596,28944,16.5,517,28.4,840.32
Hutchinson,TX,22150,23857,34600,14.2,402,17.8,887.42
Irion,TX,1599,1771,31785,12.3,451,26.5,1051.56
Jack,TX,9044,8763,29509,10.4,346,21.9,910.66
Jackson,TX,14075,14391,27370,15.6,385,23.7,829.44
Jasper,TX,35710,35604,28230,14.5,349,24.8,938.85
Jeff Davis,TX,2342,2207,24746,36.1,238,14.6,2264.56
Jefferson,TX,252273,252051,33795,18,491,18.8,876.3
Jim Hogg,TX,5300,5281,27298,9.8,325,20,1136.14
Jim Wells,TX,40838,39326,29523,9.7,402,22.4,864.97
Johnson,TX,150934,126811,29347,16.2,564,28.8,724.69
Jones,TX,20202,20785,23368,10.2,287,25,928.55
Karnes,TX,14824,15446,20175,6.6,305,26,747.56
Kaufman,TX,103350,71313,29430,15,615,31.6,780.7
Kendall,TX,33410,23743,44325,36.5,724,26,662.45
Kenedy,TX,416,414,28398,19.9,500,12.8,1458.33
Kent,TX,808,859,22390,18,310,16.4,902.51
Kerr,TX,49625,43653,38431,25.7,573,17.9,1103.32
Kimble,TX,4607,4468,25491,21.5,364,16.4,1250.99
King,TX,286,356,24959,30.5,441,3.4,910.87
Kinney,TX,3598,3379,22984,18.3,203,17.4,1360.06
Kleberg,TX,32061,31549,28095,19.9,461,19.1,881.31
Knox,TX,3719,4253,29415,14.9,245,17.1,850.62
La Salle,TX,6886,5866,19467,8.8,323,26,1486.69
Lamar,TX,49793,48499,27500,17,396,19.8,907.19
Lamb,TX,13977,14709,25367,13.1,358,15.5,1016.18
Lampasas,TX,19677,17762,35078,16.2,439,27.1,712.84
Lavaca,TX,19263,19210,32450,14.2,340,23.4,969.71
Lee,TX,16612,15657,30524,15.2,421,23.7,629.02
Leon,TX,16801,15335,28588,13.4,371,25.6,1073.15
Liberty,TX,75643,70154,30638,9.2,484,35.3,1158.42
Limestone,TX,23384,22051,26669,11.1,375,22.9,905.29
Lipscomb,TX,3302,3057,33609,20,406,17.8,932.18
Live Oak,TX,11531,12309,25880,12.4,386,30.4,1039.7
Llano,TX,19301,17044,31698,24.4,491,24.2,934.03
Loving,TX,82,67,99593,36.4,0,24.3,668.93
Lubbock,TX,278831,242628,30212,26.7,563,16.2,895.6
Lynn,TX,5915,6550,31043,14.7,274,16.1,891.87
Madison,TX,13664,12940,24786,13.2,361,24.3,466.07
Marion,TX,10546,10941,24366,10.7,315,29.1,380.88
Martin,TX,4799,4746,27854,12.1,143,15.6,914.94
Mason,TX,4012,3738,26351,28.5,318,14.2,928.8
Matagorda,TX,36702,37957,26027,13.8,342,22.6,1100.28
Maverick,TX,54258,47297,16789,14,340,18.7,1279.26
McCulloch,TX,8283,8205,27837,19,292,14.6,1065.6
McLennan,TX,234906,213517,29730,20.4,528,18.3,1037.1
McMullen,TX,707,851,27212,13.4,290,19.4,1139.43
Medina,TX,46006,39304,26557,18.8,462,30.9,1325.36
Menard,TX,2242,2360,25680,10.3,290,20,902.03
Midland,TX,136872,116009,52974,24.5,546,17.2,900.3
Milam,TX,24757,24238,27970,12.3,360,25.1,1016.93
Mills,TX,4936,5151,26388,15.9,196,17.4,748.26
Mitchell,TX,9403,9698,19460,10.3,335,20,911.09
Montague,TX,19719,19117,32648,13.7,377,28.1,930.91
Montgomery,TX,455746,293768,42704,28.7,712,31.7,1041.74
Moore,TX,21904,20121,29542,11.7,446,16.2,899.69
Morris,TX,12934,13048,28912,18.9,293,19.6,251.99
Motley,TX,1210,1426,25216,15.4,181,23.1,989.56
Nacogdoches,TX,64524,59203,24491,23.6,482,19.1,946.54
Navarro,TX,47735,45124,25228,14.7,458,24,1009.63
Newton,TX,14445,15072,22376,7.2,278,28.7,933.68
Nolan,TX,15216,15802,27539,18,321,17.4,912
Nueces,TX,340223,313645,33970,19.6,577,19.4,838.48
Ochiltree,TX,10223,9006,37838,17.9,383,19.1,917.63
Oldham,TX,2052,2185,25628,24.3,628,14.9,1500.53
Orange,TX,81837,84966,31076,12.8,447,22.6,333.67
Palo Pinto,TX,28111,27026,30068,14,436,23.5,951.79
Panola,TX,23796,22756,31882,12,374,24.8,801.75
Parker,TX,116927,88495,35053,20.2,550,29.9,903.48
Parmer,TX,10269,10016,25953,14.8,397,13.7,880.78
Pecos,TX,15507,16809,19306,10.8,342,17.1,4763.85
Polk,TX,45413,41133,31832,10.6,393,29.3,1057.09
Potter,TX,121073,113546,29331,14.6,492,16.7,908.37
Presidio,TX,7818,7304,17601,15.3,209,21.2,3855.24
Rains,TX,10914,9139,24768,12.1,316,36.2,229.45
Randall,TX,120725,104312,34548,29.9,566,17.2,911.54
Reagan,TX,3367,3326,33478,9.1,354,19.5,1175.3
Real,TX,3309,3047,24233,21,342,18.6,699.2
Red River,TX,12860,14314,24629,9.1,309,26.6,1036.58
Reeves,TX,13783,13137,21804,6.7,300,13.9,2635.38
Refugio,TX,7383,7828,31015,10.5,369,24.6,770.44
Roberts,TX,929,887,31022,36.2,431,17.2,924.06
Robertson,TX,16622,16000,29753,15.5,327,24.6,855.68
Rockwall,TX,78337,43080,40665,34.2,927,32,127.04
Runnels,TX,10501,11495,25636,17.4,309,18.7,1050.95
Rusk,TX,53330,47372,28081,14,391,23.2,924.03
Sabine,TX,10834,10469,29372,11.1,297,25.2,491.39
San Augustine,TX,8865,8946,25198,12.5,272,28.2,530.66
San Jacinto,TX,26384,22246,27996,9.5,369,36.8,569.24
San Patricio,TX,64804,67138,29272,15.1,516,20.8,693.45
San Saba,TX,6131,6186,24596,18,280,20.1,1135.3
Schleicher,TX,3461,2935,24413,17.9,384,16.9,1310.63
Scurry,TX,16921,16361,31436,15.5,364,14.2,905.44
Shackelford,TX,3378,3302,39133,24.5,321,18.6,914.29
Shelby,TX,25448,25224,26190,12.8,313,23.5,795.58
Sherman,TX,3034,3186,50114,19.5,351,15.5,923.04
Smith,TX,209714,174706,34713,23.2,561,21,921.45
Somervell,TX,8490,6809,31676,23.4,404,27.6,186.46
Starr,TX,60968,53597,13854,8.2,271,21.2,1223.18
Stephens,TX,9630,9674,29589,11.1,368,14.6,896.72
Sterling,TX,1143,1393,25509,22,406,17.6,923.45
Stonewall,TX,1490,1693,35968,21.3,190,20.8,916.31
Sutton,TX,4128,4077,39469,16,341,13.5,1453.93
Swisher,TX,7854,8378,24695,14,352,16.2,890.16
Tarrant,TX,1809034,1446219,38538,28.3,637,25.5,863.61
Taylor,TX,131506,126555,33047,23.3,500,15.1,915.55
Terrell,TX,984,1081,26042,26.6,319,19.2,2358.03
Terry,TX,12651,12761,29197,12.4,349,19.3,888.84
Throckmorton,TX,1641,1850,34299,17.5,155,20.8,912.55
Titus,TX,32334,28118,27885,13.7,407,17.4,406.05
Tom Green,TX,110224,104010,31090,21.3,520,16.9,1521.97
Travis,TX,1024266,812280,40430,43.1,722,23.8,990.2
Trinity,TX,14585,13779,24520,11.3,333,31.1,693.61
Tyler,TX,21766,20871,25607,13.8,367,31.3,924.5
Upshur,TX,39309,35291,28164,14.5,413,27.2,582.95
Upton,TX,3355,3404,33421,11.2,306,16.7,1241.32
Uvalde,TX,26405,25926,25238,14,419,17.8,1551.95
Val Verde,TX,48879,44856,25381,15.7,381,18.3,3144.75
Van Zandt,TX,52579,48140,31585,12.5,460,35.4,842.56
Victoria,TX,86793,84088,35121,17.1,489,21,882.14
Walker,TX,67861,61758,21385,16.9,545,21.7,784.17
Waller,TX,43205,32663,31025,17.8,520,32.3,513.43
Ward,TX,10658,10909,30025,8.8,326,20.4,835.6
Washington,TX,33718,30373,35618,24.1,526,21.3,603.95
Webb,TX,250304,193117,21423,17.1,487,20.4,3361.48
Wharton,TX,41280,41188,29861,15.7,399,24.5,1086.15
Wheeler,TX,5410,5284,40572,12.5,369,18.6,914.52
Wichita,TX,131500,131664,34889,20.9,511,15.7,627.78
Wilbarger,TX,13535,14676,29890,16.1,358,12.6,970.84
Willacy,TX,22134,20082,20765,9.5,339,18.4,590.55
Williamson,TX,422679,249967,35659,35.9,774,26.3,1118.3
Wilson,TX,42918,32408,29455,17.2,465,31.8,803.73
Winkler,TX,7110,7173,32488,9.4,314,22.2,841.11
Wise,TX,59127,48793,29918,15.2,520,29.8,904.42
Wood,TX,41964,36752,26537,15.3,440,30.1,645.23
Yoakum,TX,7879,7322,35320,16.3,402,16.3,799.71
Young,TX,18550,17943,36111,13.5,393,16.8,914.47
Zapata,TX,14018,12182,17637,8.9,281,15.9,998.41
Zavala,TX,11677,11600,15815,7.5,304,16.8,1297.41
Beaver,UT,6629,6005,27240,11.6,477,13.5,2589.88
Box Elder,UT,49975,42745,25898,21.7,496,21.3,5745.55
Cache,UT,112656,91391,22874,35,514,16.2,1164.81
Carbon,UT,21403,20422,28730,15,398,17.4,1478.49
Daggett,UT,1059,921,19941,14.2,400,15.6,696.98
Davis,UT,306479,238994,31518,32.7,685,22.7,298.78
Duchesne,UT,18607,14371,32996,13.9,503,21,3240.95
Emery,UT,10976,10860,23572,12.7,413,19.6,4462.31
Garfield,UT,5172,4735,24167,19.5,329,16.2,5175.12
Grand,UT,9225,8485,25852,23,537,12.4,3671.54
Iron,UT,46163,33779,21103,26.5,533,15.3,3296.68
Juab,UT,10246,8238,22374,12.7,471,26.4,3392.28
Kane,UT,7125,6046,29663,17.8,410,18.3,3990.23
Millard,UT,12503,12405,26397,18.8,372,18.1,6572.43
Morgan,UT,9469,7129,28071,25,484,25.7,609.2
Piute,UT,1556,1435,25341,14.3,415,27,757.79
Rich,UT,2264,1961,26465,26.2,464,22.9,1028.78
Salt Lake,UT,1029655,898387,35805,29.6,693,21.8,742.28
San Juan,UT,14746,14413,17170,16.3,343,22,7819.99
Sanpete,UT,27822,22763,19329,18.3,457,18.3,1590.15
Sevier,UT,20802,18842,23081,16.4,453,15.8,1910.58
Summit,UT,36324,29736,59216,48.2,845,24.4,1871.71
Tooele,UT,58218,40735,24742,19.1,635,28.5,6941.35
Uintah,UT,32588,25224,29534,14.5,626,19.6,4479.69
Utah,UT,516564,368536,21668,34.7,653,20.1,2003.45
Wasatch,UT,23530,15215,26838,29.5,820,21,1175.5
Washington,UT,138115,90354,24014,22.9,739,18.3,2426.36
Wayne,UT,2778,2509,23610,25,502,11.1,2460.68
Weber,UT,231236,196533,29669,21.9,584,21.9,576.08
Accomack,VA,33164,38305,24342,17.8,444,19.8,449.5
Albemarle,VA,98970,79236,45275,52.5,850,21.3,720.7
Alexandria,VA,139966,128283,70632,59,1222,29,15.03
Alleghany,VA,16250,12926,27793,15.3,297,25.2,445.46
Amelia,VA,12690,11400,32228,9.6,561,33.7,355.27
Amherst,VA,32353,31894,27396,17,419,23.3,473.93
Appomattox,VA,14973,13705,28410,12.7,377,24.8,333.49
Arlington,VA,207627,189453,68270,68.8,1394,26.2,25.97
Augusta,VA,73750,65615,31161,18.4,521,22.2,967
Bath,VA,4731,5048,34864,11.5,460,29.1,529.16
Bedford,VA,68676,60371,35934,23.4,446,26.2,753.02
Bedford City,VA,6222,6299,0,20.5,450,18.5,6.88
Bland,VA,6824,6871,24923,13.7,321,28.1,357.73
Botetourt,VA,33148,30496,38127,22.7,508,25.9,541.2
Bristol,VA,17835,17367,0,18.9,395,17.8,13.01
Brunswick,VA,17434,18419,22312,12.3,407,30,566.17
Buchanan,VA,24098,26978,26194,8.9,305,28.6,502.76
Buckingham,VA,17146,15623,22317,12.6,413,29.8,579.66
Buena Vista,VA,6650,6349,0,14.8,486,15.1,6.7
Campbell,VA,54842,51078,29445,16.2,450,23,503.87
Caroline,VA,28545,22121,30241,14.8,623,37.2,527.51
Carroll,VA,30042,29245,25488,13,357,25.7,474.69
Charles City,VA,7256,6926,32615,11.2,554,32.4,182.82
Charlotte,VA,12586,12472,23814,13.1,331,31.1,475.27
Charlottesville,VA,43475,45049,0,43.3,737,15.9,10.24
Chesapeake,VA,222209,199184,37025,27.6,790,23.8,340.8
Chesterfield,VA,316236,259903,41888,36.1,820,24.9,423.3
Clarke,VA,14034,12652,39606,27.4,746,30.7,176.18
Clifton Forge,VA,0,4289,0,0,0,0,0
Colonial Heights,VA,17411,16897,0,20.2,674,21.8,7.52
Covington,VA,5961,6303,0,9.8,366,17.6,5.47
Craig,VA,5190,5091,27896,14.3,344,41.4,329.53
Culpeper,VA,46689,34262,32703,21.2,745,37.4,379.23
Cumberland,VA,10052,9017,26151,10.5,464,36.8,297.46
Danville,VA,43055,48411,0,15.7,379,17.8,42.93
Dickenson,VA,15903,16395,22694,9.9,302,34.4,330.53
Dinwiddie,VA,28001,24533,31826,13.8,626,29.6,503.72
Emporia,VA,5927,5665,0,15.9,382,15,6.89
Essex,VA,11151,9989,28383,17.6,545,32.7,257.12
Fairfax,VA,1081726,969749,67909,58.4,1341,31,390.97
Fairfax City,VA,22565,21498,0,50.9,1356,31.1,6.24
Falls Church,VA,12332,10377,0,69.5,1247,26.7,2
Fauquier,VA,65203,55139,50854,29,950,37.9,647.45
Floyd,VA,15279,13874,25523,18.4,348,32.6,380.42
Fluvanna,VA,25691,20047,32259,25.8,718,29.5,286.01
Franklin,VA,56159,47286,30248,14.3,431,27.3,690.43
Franklin City,VA,8582,8346,0,21,502,22.5,8.21
Frederick,VA,78305,59209,34417,22.6,817,30.1,413.5
Fredericksburg,VA,24286,19279,0,31.5,862,27.2,10.44
Galax,VA,7042,6837,0,13.2,296,27.4,8.24
Giles,VA,17286,16657,25769,13.8,360,26.5,355.78
Gloucester,VA,36858,34780,32739,17.4,556,31.4,217.81
Goochland,VA,21717,16863,58642,27.6,754,30.5,281.42
Grayson,VA,15533,17917,22713,9.1,305,25.2,442.18
Greene,VA,18403,15244,33141,20,684,29.9,156.25
Greensville,VA,12243,11560,21270,4.8,435,24.9,295.23
Halifax,VA,36241,37355,24458,12.3,345,25,817.84
Hampton,VA,137436,146437,32608,21.2,736,22.3,51.41
Hanover,VA,99863,86320,41119,32.7,815,25.1,468.54
Harrisonburg,VA,48914,40468,0,31.8,641,15.5,17.42
Henrico,VA,306935,262300,44079,39,785,21.5,233.7
Henry,VA,54151,57930,27427,10.9,363,23.3,382.33
Highland,VA,2321,2536,29036,21.7,337,23.1,415.16
Hopewell,VA,22591,22354,0,11.2,539,22,10.28
Isle of Wight,VA,35270,29728,35659,25,524,28.8,315.61
James City,VA,67009,48102,45843,45.4,876,25.2,142.44
King and Queen,VA,6945,6630,28972,10.5,426,35.6,315.14
King George,VA,23584,16803,35321,28.3,741,31.1,179.64
King William,VA,15935,13146,34148,19.6,553,35.1,273.94
Lancaster,VA,11391,11567,45242,28.3,564,23.3,133.25
Lee,VA,25587,23589,24297,12,291,25.2,435.52
Lexington,VA,7042,6867,0,47.6,560,13.1,2.5
Loudoun,VA,312311,169599,48789,56.5,1308,32.8,515.56
Louisa,VA,33153,25627,34033,16.6,625,35.6,496.3
Lunenburg,VA,12914,13146,22379,9,398,31.6,431.68
Lynchburg,VA,75568,65269,0,28.1,491,16.4,49.13
Madison,VA,13308,12520,28511,21.8,569,28.8,320.68
Manassas,VA,37821,35135,0,27.7,1083,32,9.88
Manassas Park,VA,14273,10290,0,24.8,1193,40.6,2.53
Martinsville,VA,13821,15416,0,17.8,385,16.9,10.96
Mathews,VA,8978,9207,44502,18.8,612,36.6,85.93
Mecklenburg,VA,32727,32380,26437,12.8,360,26,625.49
Middlesex,VA,10959,9932,35382,25.2,568,27.4,130.31
Montgomery,VA,94392,83629,25545,39.6,626,17.8,387.01
Nelson,VA,15020,14445,34331,20.3,426,30.7,470.86
New Kent,VA,18429,13462,32808,23.6,788,30,209.73
Newport News,VA,180719,180150,30423,22.9,701,21.7,68.71
Norfolk,VA,242803,234403,33371,23.4,676,21.4,54.12
Northampton,VA,12389,13093,27083,19,469,17.9,211.61
Northumberland,VA,12330,12259,33250,20.7,444,25.8,191.3
Norton,VA,3958,3904,0,19.1,387,15.9,7.48
Nottoway,VA,15853,15725,27417,12.1,437,28.2,314.39
Orange,VA,33481,25881,31055,20.3,668,36.7,340.78
Page,VA,24042,23177,25166,10.4,433,35.3,310.86
Patrick,VA,18490,19407,22598,10.5,308,23.4,483.1
Petersburg,VA,32420,33740,0,15.9,579,20.9,22.93
Pittsylvania,VA,63506,61745,26956,13,369,25.7,968.94
Poquoson,VA,12150,11566,0,34.2,926,22.5,15.32
Portsmouth,VA,95535,100565,30029,18.3,694,22.8,33.65
Powhatan,VA,28046,22377,37320,21,659,31.2,260.22
Prince Edward,VA,23368,19720,20703,19,480,20.8,349.96
Prince George,VA,35725,33047,29986,18.4,772,21.1,265.16
Prince William,VA,402002,280813,40659,37.7,1143,39.1,336.4
Pulaski,VA,34872,35127,29198,13.9,375,21,319.86
Radford,VA,16408,15859,0,30.7,557,17.5,9.87
Rappahannock,VA,7373,6983,38274,34.5,828,35.4,266.23
Richmond,VA,9254,8809,23456,10.9,530,32.6,191.49
Richmond City,VA,204214,197790,43011,32.5,637,21.1,59.81
Roanoke,VA,92376,85778,37324,32,644,20.4,250.52
Roanoke City,VA,97032,94911,34482,21.9,506,18.2,42.56
Rockbridge,VA,22307,20808,29712,23,466,21.7,597.56
Rockingham,VA,76314,67725,28589,21.5,539,22,849.09
Russell,VA,28897,30308,23124,9.5,313,26.8,473.82
Salem,VA,24802,24747,0,26.3,583,17.7,14.44
Scott,VA,23177,23403,24737,9.5,308,27.8,535.53
Shenandoah,VA,41993,35075,30340,17.6,545,29.2,508.78
Smyth,VA,32208,33081,25352,13.3,353,22.3,450.93
South Boston,VA,0,0,0,0,0,0,0
Southampton,VA,18570,17482,27242,12.6,425,32.3,599.15
Spotsylvania,VA,122397,90395,37096,30.3,973,39.1,401.5
Stafford,VA,128961,92446,37255,35.5,1100,39.4,268.96
Staunton,VA,23746,23853,0,25.9,510,19.5,19.98
Suffolk,VA,84585,63677,33751,24.6,574,27.2,400.17
Surry,VA,7058,6829,27745,14.3,405,34,278.95
Sussex,VA,12087,12504,25479,9.8,424,27.5,490.22
Tazewell,VA,45078,44598,28810,14.4,349,24.1,518.85
Virginia Beach,VA,437994,425257,42821,31.6,940,22.6,249.02
Warren,VA,37575,31584,34650,21.7,604,37.1,213.47
Washington,VA,54876,51103,29907,19.6,413,22.3,560.98
Waynesboro,VA,21006,19520,0,21.7,490,18.9,15.04
Westmoreland,VA,17454,16718,30681,16.5,588,37.5,229.38
Williamsburg,VA,14068,11998,0,48.3,819,18.8,9.02
Winchester,VA,26203,23585,0,28.1,717,20.4,9.23
Wise,VA,41452,40123,26219,11.9,357,23.2,403.19
Wythe,VA,29235,27599,26287,14.4,384,21.7,461.82
York,VA,65464,56297,44184,41.5,1036,22.1,104.78
Addison,VT,36821,35974,34771,31.8,673,22.1,766.33
Bennington,VT,37125,36994,40758,31.2,618,17.2,674.98
Caledonia,VT,31227,29702,30777,27.9,513,22.2,648.86
Chittenden,VT,156545,146571,42594,44.7,837,19.8,536.58
Essex,VT,6306,6459,21764,16.1,444,24,663.6
Franklin,VT,47746,45417,32261,20.9,620,26.1,633.71
Grand Isle,VT,6970,6901,35021,29.4,716,30.4,81.81
Lamoille,VT,24475,23233,38352,32.3,733,23.9,458.8
Orange,VT,28936,28226,31354,28.3,619,27.1,687.03
Orleans,VT,27231,26277,29780,20,511,22.1,693.27
Rutland,VT,61642,63400,35664,25.7,606,19.8,929.82
Washington,VT,59534,58039,39146,36.8,652,21.2,687.23
Windham,VT,44513,44216,37105,33.3,620,20.2,785.31
Windsor,VT,56670,57418,40645,34,693,20.7,969.34
Adams,WA,18728,16428,26257,13.6,417,16,1924.98
Asotin,WA,21623,20551,30198,18.4,484,16.5,636.21
Benton,WA,175177,142475,34448,27.1,618,21,1700.38
Chelan,WA,72453,66616,32714,23.9,565,18,2920.53
Clallam,WA,71404,64525,32993,23.4,613,20.2,1738.33
Clark,WA,425363,345238,34426,25.5,729,24.9,629
Columbia,WA,4078,4064,33067,20.8,409,21.3,868.63
Cowlitz,WA,102410,92948,28076,14.4,568,22.8,1140.13
Douglas,WA,38431,32603,27260,18,603,18.5,1819.26
Ferry,WA,7551,7260,21520,15.6,407,27.8,2203.16
Franklin,WA,78163,49347,22106,14.4,512,20.6,1242.17
Garfield,WA,2266,2397,26397,19.4,450,16.5,710.69
Grant,WA,89120,74698,24733,13.6,478,18.9,2679.51
Grays Harbor,WA,72797,67194,26793,14.1,519,22.7,1902.03
Island,WA,78506,71558,35909,28.2,800,25.9,208.45
Jefferson,WA,29872,25953,41546,35.9,633,23.8,1803.7
King,WA,1931249,1737034,57710,44.8,870,26.6,2115.57
Kitsap,WA,251133,231969,41521,28.1,764,29.9,394.94
Kittitas,WA,40915,33362,28841,31,654,20.3,2297.27
Klickitat,WA,20318,19161,29949,17.4,493,20.3,1871.31
Lewis,WA,75455,68600,27618,15.4,571,25.9,2402.8
Lincoln,WA,10570,10184,27108,21.3,427,21.5,2310.49
Mason,WA,60699,49405,28883,19.3,637,33.6,959.42
Okanogan,WA,41120,39564,28880,17.5,413,18.9,5267.98
Pacific,WA,20920,20984,27270,16.5,494,21.1,932.66
Pend Oreille,WA,13001,11732,24745,17.4,399,29.8,1399.99
Pierce,WA,795225,700820,37446,23.3,755,28.4,1669.51
San Juan,WA,15769,14077,56398,44.7,727,15.6,173.92
Skagit,WA,116901,102979,37076,22.9,742,24.8,1731.2
Skamania,WA,11066,9872,30338,18.2,509,29.3,1655.68
Snohomish,WA,713335,606024,40302,27.9,834,29.8,2087.27
Spokane,WA,471221,417939,32019,27.2,581,21,1763.79
Stevens,WA,43531,40066,25204,18.3,465,27.4,2477.77
Thurston,WA,252264,207355,38242,31.2,776,24.3,721.96
Wahkiakum,WA,3978,3824,28047,16.3,431,30.3,263.38
Walla Walla,WA,58781,55180,29212,23.4,547,14.8,1270.13
Whatcom,WA,201140,166814,33487,31.7,695,20,2106.86
Whitman,WA,44776,40740,25087,44.8,556,15.2,2159.09
Yakima,WA,243231,222581,27965,15.7,514,18.8,4295.4
Adams,WI,20875,18643,27162,10.8,434,26.6,645.65
Ashland,WI,16157,16866,28512,19.4,386,15.3,1045.04
Barron,WI,45870,44963,29003,17.3,484,19.3,862.71
Bayfield,WI,15014,15013,28604,26.3,439,21.9,1477.86
Brown,WI,248007,226778,36242,25.9,558,18,529.71
Buffalo,WI,13587,13804,35409,14.9,437,23.6,671.64
